topic_group,id,title,goal
Group_7,6d7d12c54b,Improve user experience while shopping online.,Edgecase Brings A Smarter Approach To Navigating Online Retailers  |  TechCrunch
Group_7,10e498b8e4,To use machine learning to teach computers how to encrypt messages.,Google's neural networks invent their own encryption | New Scientist
Group_7,c691c234ca,To keep users pinning and sharing by providing personalized suggestions.,How Pinterest Uses Machine Learning To Keep Its Users Pinned
Group_7,6f034357f4,"To find the ""good parts"" of the audiobooks.",Audible’s new romance audiobooks service uses machine learning to jump to the sex scenes  |  TechCrunch
Group_7,6560ab184d,To develop a bot that can solve CAPTCHAs,Machine Learning Is Making it Difficult to Tell Humans and Computers Apart
Group_7,f646e176cd,The goal is to use machine learning to help fight against blindness.,Google's DeepMind could be used to cure blindness | WIRED UK
Group_7,895ef686ab,"Assessing the health effects of different eating habits, especially heart related health effects.",Coffee Is Good for You: Drinking Java Linked to Prevention of Heart Disease and Stroke
Group_7,bd33002c4a,To enable the detection of liver masses or tumours on livers.,Deep learning proves effective in spotting liver masses in CT | Radiology Business
Group_7,991be4626f,"To create a video from a still image, using machine learning. The idea being to emulate how humans can reasonably predict the next step a person will take or the movement of a bicycle, taking gravity and inertia etc into account without giving these predictions very much thought if at all. This project is considered to be a challenge in machine learning and machine vision.",Machine learning's next trick is generating videos from photos - The Verge
Group_7,f87990f6ee,Fighting email scams using AI to waste Scammer's time. New Zealand loses 250$NZ annually to cyber crime.,"
            This A.I. Chatbot Will Get Revenge on Email Scammers For You | Big Think
        "
Group_7,c3c8fa28d9,"It consists of a neural network that has been trained to predict the ingredients in a dish based on a picture of that dish. ""Its training allows it to find patterns and make connections between the food images and the corresponding ingredients and recipes"".",Learning Cross-modal Embeddings for Cooking Recipes and Food Images - MIT
Group_7,d147f6af24,Improve computer-aided image based diagnoses using machine learning and other AI related techniques.,Revolutionizing Radiology with Deep Learning at Partners Healthcare--and Many Others
Group_7,5d28f50bf2,"goal is to employ machine learning and other artificial intelligence technologies to improve the healthcare delivery system; in particular, a key CCDS objective is to improve the effectiveness of imaging-based diagnosis.",Revolutionizing Radiology with Deep Learning at Partners Healthcare--and Many Others
Group_7,86967aa91c,To improve Amazon's search function.,nan
Group_7,a7a54ca015,To construct a robot that can accurately pick and stow items from bins to boxes in a short time.,Australian ‘budget bot’ wins Amazon robot challenge
Group_7,3e91f7e2a1,In cybersecurity we know most vulnerabilities we just need a better way to know which ones pose an imminent threat. Researchers from Arizona State University have developed a machine-learning model to predict which vulnerabilities are the most likely to cause the next headline-grabbing incident.,Which Bugs Will Hackers Exploit First? Machine Learning Promises a Better Guess - Defense One
Group_7,9a177186b0,Discuss the use of AI in insurance claims,How AI And Machine Learning Are Used To Transform The Insurance Industry
Group_7,f58d901118,To develop a bot that can defeat top players in the popular game Dota 2.,AI beats the world's best gamers after just two weeks of learning
Group_7,3cea4ca145,Create a system that can generate questions to test the users comprehension of a giving piece of text.,Inquisitive bot asks questions to test your understanding | New Scientist
Group_7,32327e2e53,To bring a machine learning framework to mobile devices for developers which can run efficiently and without cloud connectivity.,Google brings on-device machine learning to mobile with TensorFlow Lite
Group_7,f90e1bb3a4,To contribute to the healthcare industry and medical researches specially oncology.,IBM's Watson AI Recommends Same Treatment as Doctors in 99% of Cancer Cases
Group_7,24083db261,To create an ever smarter AI that can learn without any human lessons.,Google’s DeepMind achieves machine learning breakthroughs at a terrifying pace
Group_7,b459c0c3c0,"To advance the ""self learning"" of machines.",Google’s DeepMind achieves machine learning breakthroughs at a terrifying pace
Group_7,95d2d50a11,The goal of the research discussed was to determine the best of two alternate educational methods. The methods in question are teacher-directed and student-driven. The researchers aimed to provide a scientific answer as to whether or not one is better than the other.,Mckinsey used machine learning to discover the best way to teach science — Quartz
Group_7,b5d8f9ebc3,To determine the most effective method of teaching; teacher-led or student-driven.,Mckinsey used machine learning to discover the best way to teach science — Quartz
Group_7,35108dd09d,Produce technology that mined Twitter to identify entities illegally selling prescription opioids online.,"
	
	Machine Learning Detects Marketing and Sale of Opioids on Twitter

"
Group_7,5a4edd27c6,To make predictive guesses to help people using the AI get recommendations for what clothes the user is interested in and help make fashion tips for the user.,Alibaba's FashionAI shows how machine learning might save the mall
Group_7,2fe65af290,"To make smarter shopping sugegstions for offline customers in stores, using machine learning to suggest items that the customer usually looks at and buys with another item. They aim to make shopping at physical stores as seamless and as efficient as shopping online. They aim to stop the decline in offline shopping.",Alibaba's FashionAI shows how machine learning might save the mall
Group_7,af579873f5,To provide fashion advice to in-store customers with a view to increasing offline sales.,Alibaba's FashionAI shows how machine learning might save the mall
Group_7,f11ff176c5,To help customers with clothing and accessory suggestions on the items they are trying.Which no real staff can remember every shopping detail of all customers.,Alibaba's FashionAI shows how machine learning might save the mall
Group_7,d82a33e1d7,: Suggest similar fashion options to the user based on what they have already looked at/bought. System is designed to access huge quantities of user data and make smart decisions as the user browses more. AGENT: Alibaba,Alibaba's FashionAI shows how machine learning might save the mall
Group_7,197d5e1b4f,"To test ""Google Vizier"" by checking how well it can design cookies","Google Vizier, Google's newest AI, was tested on 'machine learning cookies' | WIRED UK"
Group_7,0052a2e700,Detect skin cancer more quickly,IBM detects skin cancer more quickly with visual machine learning | Computerworld
Group_7,42f81c25fe,"Amazon Go is a checkout-free shop that allows its customers to simply walk in, acquire what they need, and leave without having to queue to pay. In order to participate in this shopping experience, first the customer must create an Amazon account and download the Amazon Go app.",Amazon Go Store Could Be Shut Down by Too Many Customers | Fortune
Group_7,d91703d4f6,,"UberEats gives you restaurant recommendations, ratings and favorites - CNET"
Group_7,c17d5ede4b,"The goal was using public Uber data to see what is the best real estate, and how can a food truck best optimize their location to maximize sales.",Uber Data Determine The Best Food Places In New York City
Group_7,28029d9084,To develop a method to predict earthquakes.,Machine learning used to predict earthquakes in a lab setting | EurekAlert! Science News
Group_7,e970df28e1,"Saleforce is a cloud service provider which developed a Machine Learning algorithm which will summarize text, making it more concise for the reader.",Salesforce created an algorithm that automatically summarizes text using machine learning - The Verge
Group_7,b3fb6cb2c9,Predicting result of rugby matches.,"Actuaries at QBE Business Insurance, whose day job is predicting the impact of catastrophes such as earthquakes and floods, have turned their hand to predicting the results of the Autumn rugby internationals. - QBE European Operations"
Group_7,f013778d13,Removing the dependence of machines on people in the machine learning.,DeepMind AI teaches itself about the world by watching videos | New Scientist
Group_7,b727ad8b54,Examine how easy it would be to fool a Machine Learning based Artificial Intelligence classification system.,"Researchers can fool machine-learning vision systems with a single, well-placed pixel / Boing Boing"
Group_7,22b7f10725,A new machine-learning system analyses successful repairs to buggy software and learns how to repair bugs.,Bug-repair system learns from example | MIT News
Group_7,5d3a3b844a,To create a program that can automate the process of code-patching with the use of templates that indicate the general form that patches tend to take.,Bug-repair system learns from example | MIT News
Group_7,b12b02621b,"To help solve problems in radiology image interpetation. Including the likes of being able to reduce radiation does during CT scans which would, with Machine Learning, make it safer and help produce better images given this drop in dosage. It can be used to reduce the time it takes to take an MRI scan in the same way, being constucted from raw data from the scanner meaning there could be a possible  drop in 50% in time for scans. With better knowledge of images and the data they contain in a medical sense, The possibility of an image search engine couold vastly improve the ""guess work"" with images that are difficult for humans to clasify.",Just the beginning: 6 applications for machine learning in radiology beyond image interpretation | Radiology Business
Group_7,9d69e0e1ab,To develop a machine learning algorithm trained to understand neural representations of suicidal behaviour.,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,cd1add30e4,Detect suicidal ideations,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,ffcdaaeae5,Machine learning algorithm trained to understand neural representations of suicidal behaviour.,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,74e7344b2e,Create a machine learning algorithm that can identify if someone has sucidal tendencies from an MRI scan.,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,b6602ca86a,To tackle the issue of suicidal thoughts.,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,2184b02368,Develop a machine learning algorithm trained to understand neural representations of suicidal behavior,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,7e7f7a2176,A machine learning algorithm trained to understand neural representations of suicidal behaviour.,Machine Learning Is Aiding in the Fight Against Mental Illness
Group_7,bcae49dcdb,To discover the effect of electrical stimulation on memory.,Machine learning shows exactly when to zap brain to boost memory | New Scientist
Group_7,0defd1e34b,"Increase security, specifically with respect to the ALICE (A Large Ion Collider Experiment) Pb-Pb detector's production environment, specifically, via intrusion prevention (no ML involved) and detection (ML involved).",World's Most Powerful Particle Collider Taps AI to Expose Hack Attacks - Scientific American
Group_7,372f9fd8c5,"When you use your app or the USSD platform, the bundles you see are personalised for you, which makes your propensity to buy much higher.",Vodacom tests machine learning capabilities | ITWeb
Group_7,3b316ac3c9,"The Goal of this projet was to introduce the StarCraft 2 Learning Environment(SC2LE), a reinforcement learning environment based on Starcraft 2. This allows Starcraft 2 to function as research environment. DeepMind recgonised Starcraft 2 was a suitable environment to teach computers advanced skills like memory and planning, and as such created the environment for the benefit of AI researchers. The packaged includes an API, which is essentially the core of the project, that allows the AI to play the game feed back data to the researchers",DeepMind and Blizzard release new tools to train AI using Starcraft - The Verge
Group_7,4be9ef0413,: Utilizing advancements in AI to implement 'robots with customer service skills',Voice recognition and machine learning make service bots better | VentureBeat
Group_7,bd57e384ad,"The goal is to determine what shows/movies Netflix should recommend to their each of their users, based on each users' viewing habits.",How Machine Learning Fuels Your Netflix Addiction - RTInsights
Group_7,1f8f1cd3d3,Provide users with a continuing supply of recomendations,How Machine Learning Fuels Your Netflix Addiction - RTInsights
Group_7,59c653d9fe,To decrease customer churn by a large margin and to save the company money.,How Machine Learning Fuels Your Netflix Addiction - RTInsights
Group_7,e24379f59e,Discuss the use of machine learning to detect suicidal thoughts,"
            Brain Imaging Technology Uses Machine Learning to Identify Suicidal Thoughts - Seeker        "
Group_7,14eb8b3436,: To develop brain imaging technology capable of identifying suicidal thoughts.,"
            Brain Imaging Technology Uses Machine Learning to Identify Suicidal Thoughts - Seeker        "
Group_7,84ac5d8799,"Google DeepMind has announced its second collaboration with the NHS, working with Moorfields Eye Hospital in east London to build a machine learning system which will eventually be able to recognise sight-threatening conditions from just a digital scan of the eye.",Google DeepMind pairs with NHS to use machine learning to fight blindness | Technology | The Guardian
Group_7,2362ee3540,"To solve difficult problems with the use of ""Quantum machine learning"".",How Quantum Machine Learning will solve problems once thought out of reach | BetaKit
Group_7,a272fc39a4,"Its a questions and answers website so they do analysis of the question and answers for things like , understanding,quality,type of question etc.",How Does Quora Use Machine Learning In 2017?
Group_7,27cf1de6b0,to use image recognition software and machine to identify and count malaria parasites in a blood smear,EasyScanGo
Group_7,27b21905eb,LexSet is a family of applications which aim to use machine learning to provide people with  smarter Interior Design suggestions.,LexSet Is About To Revolutionize Interior Design With NextGen AI
Group_7,ebd0b913cd,using a machine learning algorithm to discern structural changes in the brain caused by Alzheimerâs disease so that it can identify changes in the brains of people likely to get Alzheimerâs disease almost a decade before doctors can diagnose the disease from symptoms alone.,AI spots Alzheimer’s brain changes years before symptoms emerge | New Scientist
Group_7,b10eea976d,To differentiate brains in terms of which one is affected by Alzheimer's.,AI spots Alzheimer’s brain changes years before symptoms emerge | New Scientist
Group_7,a412df64a4,The aim of the study was to improve the ability to determine whether a new drug works in the brain.,Improving clinical trials with machine learning
Group_7,a2f11141bb,Using machine learning to analyse brain images and identify people with suicidal thoughts.,Machine learning identifies suicidal youth | National Institutes of Health (NIH)
Group_7,f890f98580,Creation of a automatic bug removal tool,Recognizing correct code | MIT News
Group_7,41aba200c9,A new computer system that can predict the products of chemical reactions.,Computer system predicts products of chemical reactions | MIT News
Group_7,d982578a8b,A computer system that can instruct the cheapest and easiest way to mass produce an organic chemical.,Computer system predicts products of chemical reactions | MIT News
Group_7,2649f7c002,"To predict the outcome of organic reactions using artificial intelligence, to aid in drug manufacturing.",Computer system predicts products of chemical reactions | MIT News
Group_7,d5d0e9b17a,To improve on the original AlphaGO program.,"Google’s new Go-playing AI learns fast, and even thrashed its former self"
Group_7,80c3dd7a4b,To detect fraudsters and money launderers,How PayPal Boosts Security with Artificial Intelligence - MIT Technology Review
Group_7,1600265107,biological network modeling to identify new targets for disease.,Mapping molecular neighborhoods | MIT News
Group_7,f87a924a47,To learn a certain persons style and create computer generated images of items of clothing that match said persons style.,This AI Learns Your Fashion Sense and Invents Your Next Outfit - MIT Technology Review
Group_7,f21bc6d785,Improve clinical trials with machine learning,Improving clinical trials with machine learning | Science|Business
Group_7,40097c4a87,To automate the development of processes for producing materials. Scientists and engineers could provide the name of a material and be provided with suggested recipes.,Artificial intelligence aids materials fabrication | MIT News
Group_7,03937f7ada,,Google’s chatbot analytics platform Chatbase launches to public  |  TechCrunch
Group_7,bb5bb6b3f8,"To teach chat bots the ability to negotiate i.e. to train a bot to interact and achieve a goal faced with another entity with potentially opposing goals. Specifically, two dialog agents are shown a collection of items, for example 3 bananas, 2 apples and an orange. Each agent has a value function assigned to an item and neither knows the value functions of the other. The aim is for the bots to negotiate so that they both maximise the sum of the values they have assigned to each item.",Deal or no deal? Training AI bots to negotiate | Engineering Blog | Facebook Code | Facebook
Group_7,1c005788b0,"To implement a fast sampler for NSynth, a neural network audio synthesizer, to make it easier for anyone to generate their own sounds with the model.",Generate your own sounds with NSynth
Group_7,e7e7ae9f15,To develop a Cyber Security Model capable of staying ahead of advances of hackers and cyber criminal activities.,Cyber Security Powered by AI and Machine Learning | IBM Big Data & Analytics Hub
Group_7,58309c1905,: To detect eye diseases such as diabetic retinopathy,An AI Ophthalmologist Shows How Machine Learning May Transform Medicine - MIT Technology Review
Group_7,e513af13e6,To design and create an AI Opthalmologist to recognize a common form of eye disease as well as many experts can.,An AI Ophthalmologist Shows How Machine Learning May Transform Medicine - MIT Technology Review
Group_7,86b5b568aa,To predict patient outcomes in hospitals; to determine what kinds of treatments are needed for different symptoms.,Using machine learning to improve patient care  | MIT News
Group_7,4526403763,To goal was to design and create an AI Ophthalmologist to recognize a common form of eye disease as well as many experts can.,An AI Ophthalmologist Shows How Machine Learning May Transform Medicine - MIT Technology Review
Group_7,39aebda7ef,Learning a language by learning to play a text based game.,Learning language by playing games | MIT News
Group_7,40808cfadf,Use generative adversarial networks (GANs) to learn and predict a persons preferred style of clothing.,This AI Learns Your Fashion Sense and Invents Your Next Outfit - MIT Technology Review
Group_7,d5c9213078,"To better determine the affects on the brain of the treatment of a certain drug in comparison with conventional statistical models, in particular the effect of a certain drug in brain recovery in stroke patients",Machine Learning: Helping Determine How a Drug Affects the Brain | Technology Networks
Group_7,420d38cb43,"Machine learning could improve our ability to determine whether a new drug works in the brain, potentially enabling researchers to detect drug effects that would be missed entirely by conventional statistical tests.",Machine Learning: Helping Determine How a Drug Affects the Brain | Technology Networks
Group_7,07be126a35,The goal of this research is to use machine learning methods to train algorithms to recognize the arts and style of a fine-art painting. The machine should be able to make judgements related to aestehtics on a semantic level.,The Machine Vision Algorithm Beating Art Historians at Their Own Game - MIT Technology Review
Group_7,466b38386e,:To achieve faster big-data analysis and tensor algebra,Faster big-data analysis | MIT News
Group_7,98d3e80ac8,"To calculate tensor calculations at 100x speed over existing, non-optimized software packages.",Faster big-data analysis | MIT News
Group_7,879ec21dd9,"Given a still image of a dish filled with food, CSAIL team's deep-learning algorithm recommends ingredients and recipes.",Artificial intelligence suggests recipes based on food photos | MIT News
Group_7,3f5ee86ce0,"To identify the ingredients of a recipe given a picture of the prepared food. This project aimed to build off of this work but dramatically expand in scope, websites like All Recipes and Food.com to develop Recipe1M, a database of over 1 million recipes that were annotated with information about the ingredients in a wide range of dishes",Artificial intelligence suggests recipes based on food photos | MIT News
Group_7,55fe662028,Detecting consumer decisions within messy data,Detecting consumer decisions within messy data | MIT News
Group_7,bf992b4a86,"S To use Amazon Echo, Amazon's cloud based intelligent agent, which interacts with voice recognition and using voice commands, performs tasks.",Lessons from Alexa: Artificial Intelligence and Machine Learning Use Cases | Earley Information Science
Group_7,612b03564e,"To automate the analysis of blood smears in the testing for malaria. This will provide faster turnaround time for patients, less time and effort required by lab technicians, and data for tracking and analysing the spread of different strains of the parasite.",Bringing machine learning to last mile health challenges | Devex 
Group_7,9405689a01,To identify and count the number of malaria parasites in a blood sample to help and fight the disease.,Bringing machine learning to last mile health challenges | Devex 
Group_7,c6a9cb3b77,The goal of this algorithm is to detect malaria parasites in blood samples,Bringing machine learning to last mile health challenges | Devex 
Group_7,156facc3f9,"On many social media sites and platforms such as twitter and Facebook, these companies have the capability to use machine learning algorithms to extract data from their user database to possibly save lives. These companies have to ability to flag, identify and search out posts which have possible threat to life issues present. The main objective is to use algorithms to identify and gather information on users who may have suicidal behaviour based on the information they present online. Once algorithms can detect suicidal/ self harm risks for texts, more sophisticated algorithms could be developed to resolve cases in a more audio/visual manner.",Can Facebook's Machine-Learning Algorithms Accurately Predict Suicide? - Scientific American
Group_7,ae8b0642eb,Social media platforms such as facebook and twitter aim to use machine learning to save lives by quickly flagging and responding to worrying posts. The goal is to use patern recognition algorithms to spot users who may be suicidal or at risk of lesser self-harm.Currently social media rely mostly on text. In future the goal is to detect risks in images and videos,Can Facebook's Machine-Learning Algorithms Accurately Predict Suicide? - Scientific American
Group_7,18f9b0b69b,Wanted to create a machine that could play chess better than a chess grandmaster.,Deep Blue (chess computer) - Wikipedia
Group_7,d4ab1b13e4,"To build a system that will enable us to listen to the lives and bodies of patients all the time, so doctors can make better, earlier and more personalised decisions.",Machine learning will keep us healthy longer | WIRED UK
Group_7,dbf06520da,: Image Curation at Scale,10 Companies Using Machine Learning in Cool Ways | WordStream
Group_7,4eed05d6b0,To make recommendations more accurate,The $1 Million Netflix Challenge - MIT Technology Review
Group_7,b652795fe5,Use deep learning to produce fake realistic voice clips and video images.,Counterfeiters are using AI and machine learning to make better fakes
Group_7,37b1b2151a,"To use the same technology which allows counterfeiters, hackers, scammers etc to create fake goods, media and malware in order to identify and stop these counterfeits and fakes.",Counterfeiters are using AI and machine learning to make better fakes
Group_7,02f6bf3b52,"This article addresses the many ways in which Counterfeiters are using Machine Learning techniques to create a variety of fake media, from ban statements to videos.",Counterfeiters are using AI and machine learning to make better fakes
Group_7,6d96905780,Provide more efficient and accurate customer recomendations,How recommendation algorithms know what you'll like | TechRadar
Group_7,7d1698460c,Present recomendations to the customers,How recommendation algorithms know what you'll like | TechRadar
Group_7,4e72ab0471,To identify the thought markers of suicidal people,A Machine Learning Approach to Identifying the Thought Markers of Suicidal Subjects: A Prospective Multicenter Trial - Pestian - 2016 - Suicide and Life-Threatening Behavior - Wiley Online Library
Group_7,a2827fbf5d,"Evaluating the performance of machine learning model is important as it helps discover whether or not there is structure in your problem for the algorithms to learn and which algorithms are effective.  This reduces the time used in fine tuning the algorithms, in order to make good predictions.  In this scenario we run a learning algorithm over a dataset with different settings which will return to us different models and the goal is to pick the best performing models. For this reason we need to estimate the respective performance in order to rank the models against each other.","Model evaluation, model selection, and algorithm selection in machine learning"
Group_7,eedfde6a6b,To use Amazon Machine Learning (AML) to Predict the Weather,Using Amazon Machine Learning to Predict the Weather – Network Technology
Group_7,a039bf20d0,To produce a map of detailed spatial prediction methods on 15 soil nutrient content in Sub Sahara Africa. (SSA) Such information could be used to support agricultural development in an area where over 50% of the world's potential land is available for cultivation yet only 9% is arable land and 1% permanently cultivated.,Soil nutrient maps of Sub-Saharan Africa: assessment of soil nutrient content at 250 m spatial resolution using machine learning | SpringerLink
Group_7,99b326abd1,To introduce the Gaussian processes for time-series data analysis and the conceptual framework of Bayesian modelling in this filed. Bayesian modelling for time-series data is discussed in this paper and the foundations of Bayesian non-parametric modelling are presented for Gaussian processes.,"Gaussian Processes for Timeseries Modelling | Philosophical Transactions of the Royal Society of London A: Mathematical, Physical and Engineering Sciences"
Group_7,71e9a453e0,To introduce the Gaussian processes for time-series data analysis and the conceptual framework of Bayesian modelling in this filed.,"Gaussian Processes for Timeseries Modelling | Philosophical Transactions of the Royal Society of London A: Mathematical, Physical and Engineering Sciences"
Group_7,f3d3b6dd26,"To understand, express, and demonstrate the pressing need for better artifical intelligence (AI) in video games through a unified framework for conceptual AI development.",Artificial Intelligence in Video Games: Towards a Unified Framework
